,데이터 시간,시리얼번호,미세먼지(/),초미세먼지(/),이산화탄소(ppm),휘발성유기화합물(ppb),온도(C),습도(%),소음(dB),통합실내지수
4831,2024-03-28 8:55,ICW0W2000248,2,0,843,145,20.1,33,95,97
4832,2024-03-28 8:55,ICW0W2000262,39,13,449,21,14.9,43,57,95
4833,2024-03-28 8:54,ICW0W2100488,26,10,346,28,21.7,33,65,97
4834,2024-03-28 8:54,ICW0W2100506,0,0,64,9,11.9,55,58,100
4835,2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
4836,2024-03-28 8:54,ICW0W2100582,28,10,897,26,21.6,40,66,100
4837,2024-03-28 8:54,ICW0W2100579,17,7,0,59,24.7,28,61,97
4838,2024-03-28 8:55,ICW0W2100562,27,14,619,1087,22,35,81,80
4840,2024-03-28 10:49,ICW0W2100481,17,6,1385,4203,22,47,66,75
4841,2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
4842,2024-03-28 10:49,ICW0W2100582,23,8,642,56,21.4,38,68,100
4843,2024-03-28 10:49,ICW0W2100579,10,4,0,120,25.5,27,58,97
4844,2024-03-28 10:50,ICW0W2100562,18,9,610,704,22.9,32,58,84
4845,2024-03-28 10:49,ICW0W2100560,6,2,1208,6000,24.6,33,57,66
4846,2024-03-28 10:49,ICW0W2100549,27,10,409,24,17.7,41,74,100
4847,2024-03-28 10:49,ICW0W2100509,17,6,84,5995,22.4,34,72,69
4848,2024-03-28 10:49,ICW0W2100506,0,0,70,9,13.1,54,58,100
4849,2024-03-19 17:57,ICW0W2100499,33,13,500,548,20.5,30,82,86
4850,2024-03-19 13:26,ICW0W2100498,36,13,1781,645,24.5,41,86,77
4851,2024-03-28 10:49,ICW0W2100497,5000,2100,801,25,22.5,35,67,43
4852,2024-03-28 10:52,ICW0W2100491,12,6,1432,47256,24.3,39,71,59
4853,2024-03-28 10:49,ICW0W2100489,6,2,100,4,22.3,34,80,100
4854,2024-03-28 10:49,ICW0W2100488,9,3,373,106,22.2,30,63,99
4855,2024-03-28 10:49,ICW0W2100485,23,7,1161,2,22.8,42,66,95
4856,2024-03-28 10:50,ICW0W2100479,32,12,1080,189,24.5,36,75,88
4857,2024-03-28 10:49,ICW0W2100467,21,7,,5814,23.8,35,81,65
4858,2024-02-17 23:27,ICW0W2100466,24,9,516,366,19.9,31,55,92
4859,2024-03-18 14:19,ICW0W2100463,33,10,791,935,22.7,21,71,77
4860,2024-03-28 10:49,ICW0W2100462,19,6,180,781,23.9,38,84,88
4861,2024-03-28 10:49,ICW0W2100460,30,10,952,0,23,41,76,100
4862,2024-02-27 19:25,ICW0W2100459,83,34,514,44,19.9,26,66,88
4863,2024-02-28 10:22,ICW0W2100457,12,4,1423,123,18.1,35,67,86
4864,2024-03-28 10:49,ICW0W2100455,70,23,2244,0,24.3,52,76,78
4865,2024-03-28 10:49,ICW0W2001000,13,8,167,65,16.1,45,70,100
4866,2024-03-28 10:49,ICW0W2000996,14,12,858,350,22.2,36,76,95
4867,2024-03-28 10:49,ICW0W2000991,17,11,885,171,20.4,40,64,100
4868,2024-02-20 14:27,ICW0W2000990,3,2,1052,6645,21,34,63,71
4869,2024-03-28 10:49,ICW0W2000987,5,4,522,135,23.1,31,60,97
4870,2024-03-28 10:49,ICW0W2000983,3,2,129,247,13.7,49,63,96
4871,2024-03-28 10:49,ICW0W2000978,15,10,525,152,18.2,36,50,99
4872,2024-03-28 10:49,ICW0W2000977,17,11,835,117,22,40,59,100
4873,2024-03-28 10:49,ICW0W2000974,26,18,1109,122,18.6,44,78,94
4874,2024-03-28 10:49,ICW0W2000973,11,7,825,674,20.3,39,72,88
4875,2024-03-28 10:49,ICW0W2000972,13,8,1282,212,22,35,68,88
4876,2024-03-28 10:49,ICW0W2000968,12,8,655,156,26.9,27,80,92
4877,2024-03-28 10:49,ICW0W2000964,25,17,641,146,19.7,37,72,97
4878,2024-03-28 10:49,ICW0W2000956,14,7,1131,723,21.1,40,52,89
4879,2024-03-28 10:49,ICW0W2000955,32,22,545,1154,19,36,54,79
4880,2024-03-28 10:49,ICW0W2000951,27,8,341,12,23.2,39,69,100
4881,2024-03-28 10:49,ICW0W2000944,24,15,901,124,18.5,44,82,99
4882,2024-03-28 10:49,ICW0W2000933,21,7,665,40,22.4,38,58,100
4883,2024-03-28 10:49,ICW0W2000926,17,5,115,37,25.5,31,54,97
4884,2024-03-28 10:49,ICW0W2000924,46,15,974,6000,23.2,38,76,67
4885,2024-03-28 10:49,ICW0W2000922,25,7,358,56,22.5,40,69,100
4886,2024-03-28 10:49,V01T1623130,9,4,672,152,25.7,29,36,93
4887,2024-03-28 10:49,V01T1623129,1,1,627,163,24.5,32,41,94
4888,2024-03-28 10:49,V01T1623123,13,6,564,132,22,32,45,96
4889,2024-03-13 15:23,V01T1623121,55,24,426,132,18,22,43,92
4890,2024-03-28 10:48,V01T1623118,1,1,516,164,22.5,34,34,98
4891,2024-03-28 10:48,V01T1623117,11,5,480,125,22.3,34,30,97
4892,2024-03-28 10:49,V01T1623116,33,15,2362,162,20.5,43,44,82
4893,2024-03-28 10:49,V01T1623113,4,2,459,132,28.3,23,31,91
4894,2024-03-28 10:49,V01T1623112,17,8,454,152,24.2,32,39,93
4895,2024-03-28 10:49,V01T1623109,44,20,2362,129,13,54,42,71
4896,2024-03-14 8:08,V01T1623108,39,18,623,125,20.3,26,33,92
4897,2024-03-28 10:49,V01T1623105,32,15,420,125,20.7,34,30,94
4898,2024-03-28 10:31,V01T1623102,35,16,623,156,26,26,30,89
4899,2024-03-28 10:49,V01T1623100,36,17,393,178,23,36,34,97
4900,2024-03-28 10:49,ICW0W2000512,16,5,750,1676,24.1,37,71,77
4901,2024-03-28 10:49,ICW0W2000507,2,1,668,6,23.8,34,54,99
4902,2024-03-28 10:49,ICW0W2000505,2,0,521,205,26.8,31,54,94
4903,2024-03-28 10:49,ICW0W2000503,1,0,574,704,22.6,38,56,90
4904,2024-03-28 10:49,ICW0W2000501,3,1,476,457,26.7,31,66,88
4905,2024-03-28 10:49,ICW0W2000500,6,3,2500,163,24.6,38,62,79
4906,2024-03-28 10:49,ICW0W2000459,12,4,641,10,22,37,59,100
4907,2024-03-28 10:49,ICW0W2000455,17,6,154,42,20.4,44,64,100
4908,2024-03-28 10:49,ICW0W2000447,10,3,651,130,22.8,39,59,100
4909,2024-03-28 10:49,ICW0W2000398,23,8,630,60,19.7,42,62,100
4910,2024-03-25 10:31,ICW0W2000388,11,3,592,248,17.8,35,53,96
4911,2024-03-21 16:09,ICW0W2000382,16,5,500,0,23.3,20,63,98
4912,2024-01-15 14:01,ICW0W2000381,8,2,2500,123,26,15,53,72
4913,2024-03-28 10:49,ICW0W2000380,24,8,311,251,17.5,45,57,99
4914,2024-03-13 8:57,ICW0W2000373,68,18,521,107,15.3,34,69,84
4915,2024-03-28 10:49,ICW0W2000287,3,1,544,64,24,32,51,99
4916,2023-12-01 13:35,ICW0W2000285,23,4,921,1027,14.7,22,61,70
4917,2024-03-28 10:49,ICW0W2000275,1,0,564,258,19.3,40,50,100
4918,2024-02-27 11:02,ICW0W2000263,15,3,430,42,20.9,24,65,99
4919,2024-03-28 10:49,ICW0W2000262,30,10,664,24,16.2,45,59,99
4920,2024-03-28 10:49,ICW0W2000248,16,5,1231,8,19.6,37,62,91
4921,2024-03-28 10:48,ICW0W2100481,18,7,1396,4182,22,47,67,74
4922,2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
4923,2024-03-28 10:48,ICW0W2100582,20,7,664,73,21.4,38,69,100
4924,2024-03-28 10:48,ICW0W2100579,11,4,0,127,25.5,27,60,97
4925,2024-03-28 10:49,ICW0W2100562,17,9,617,754,22.9,32,58,83
4926,2024-03-28 10:48,ICW0W2100560,6,2,1210,6000,24.6,33,59,66
4928,2024-03-28 13:59,ICW0W2100481,7,2,1298,3056,22.5,48,59,79
4929,2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
4930,2024-03-28 13:59,ICW0W2100582,27,10,821,131,21.9,40,60,100
4931,2024-03-28 13:59,ICW0W2100579,13,5,0,248,26.6,29,65,95
4932,2024-03-28 14:00,ICW0W2100562,11,6,589,938,23.3,32,59,80
4933,2024-03-28 13:59,ICW0W2100560,6,2,947,6000,25.5,32,54,64
4934,2024-03-28 13:59,ICW0W2100549,21,7,1479,176,19.7,44,77,86
4935,2024-03-28 13:59,ICW0W2100509,17,6,198,6000,23.8,38,69,73
4936,2024-03-28 13:59,ICW0W2100506,34,13,78,5,14.2,56,61,97
4937,2024-03-19 17:57,ICW0W2100499,33,13,500,548,20.5,30,82,86
4938,2024-03-19 13:26,ICW0W2100498,36,13,1781,645,24.5,41,86,77
4939,2024-03-28 13:59,ICW0W2100497,5000,2100,1287,52,24.6,38,54,32
4940,2024-03-28 14:03,ICW0W2100491,12,6,1260,3930,24.2,36,67,72
4941,2024-03-28 13:59,ICW0W2100489,6,2,134,8,23.5,36,60,100
4942,2024-03-28 13:59,ICW0W2100488,16,5,421,88,22.5,31,63,98
4943,2024-03-28 13:59,ICW0W2100485,24,9,948,0,23.9,43,63,100
4944,2024-03-28 14:00,ICW0W2100479,12,5,722,72,23.1,36,58,100
4945,2024-03-28 13:59,ICW0W2100467,11,4,,5999,23.6,35,73,66
4946,2024-02-17 23:27,ICW0W2100466,24,9,516,366,19.9,31,55,92
4947,2024-03-18 14:19,ICW0W2100463,33,10,791,935,22.7,21,71,77
4948,2024-03-28 13:59,ICW0W2100462,13,4,133,227,23.7,36,71,100
4949,2024-03-28 13:59,ICW0W2100460,7,2,652,0,23.2,36,58,100
4950,2024-02-27 19:25,ICW0W2100459,83,34,514,44,19.9,26,66,88
4951,2024-02-28 10:22,ICW0W2100457,12,4,1423,123,18.1,35,67,86
4952,2024-03-28 13:59,ICW0W2100455,167,51,2797,0,24.7,55,61,64
4953,2024-03-28 13:59,ICW0W2001000,26,12,426,133,16.5,49,73,99
4954,2024-03-28 13:59,ICW0W2000996,9,9,858,4820,23.6,36,55,73
4955,2024-03-28 13:59,ICW0W2000991,19,13,659,74,20.4,41,58,100
4956,2024-02-20 14:27,ICW0W2000990,3,2,1052,6645,21,34,63,71
4957,2024-03-28 13:59,ICW0W2000987,3,2,641,272,23.7,31,60,96
4958,2024-03-28 13:59,ICW0W2000983,7,5,184,67,14,49,61,100
4959,2024-03-28 13:59,ICW0W2000978,16,11,541,81,18,38,51,100
4960,2024-03-28 13:59,ICW0W2000977,10,6,883,1756,22.3,39,54,80
4961,2024-03-28 13:59,ICW0W2000974,1,1,1967,681,18.9,45,53,83
4962,2024-03-28 13:59,ICW0W2000973,7,5,656,628,20.8,36,51,90
4963,2024-03-28 13:59,ICW0W2000972,13,8,1421,865,25.5,33,67,71
4964,2024-03-28 13:59,ICW0W2000968,8,5,837,303,27.5,28,52,86
4965,2024-03-28 13:59,ICW0W2000964,34,23,463,83,19.2,38,61,97
4966,2024-03-28 13:59,ICW0W2000956,15,8,1474,6000,22.8,41,52,70
4967,2024-03-28 13:59,ICW0W2000955,22,15,477,70,18.8,38,48,99
4968,2024-03-28 13:59,ICW0W2000951,38,12,318,29,23.1,41,55,100
4969,2024-03-28 13:59,ICW0W2000944,20,13,820,70,19.8,42,79,100
4970,2024-03-28 13:59,ICW0W2000933,21,6,663,298,22.8,38,63,97
4971,2024-03-28 13:59,ICW0W2000926,6,2,694,602,27.7,36,51,84
4972,2024-03-28 13:59,ICW0W2000924,125,43,661,113,23,38,81,83
4973,2024-03-28 13:59,ICW0W2000922,20,6,384,64,22.6,40,56,100
4974,2024-03-28 13:59,V01T1623130,4,2,629,148,27,29,42,94
4975,2024-03-28 13:59,V01T1623129,23,11,784,196,25.6,33,38,90
4976,2024-03-28 13:59,V01T1623123,24,11,663,125,22.2,34,30,94
4977,2024-03-13 15:23,V01T1623121,55,24,426,132,18,22,43,92
4978,2024-03-28 13:58,V01T1623118,1,1,516,130,23.6,33,39,98
4979,2024-03-28 13:58,V01T1623117,5,2,463,128,22,34,30,98
4980,2024-03-28 13:59,V01T1623116,31,14,2500,221,23.9,39,44,78
4981,2024-03-28 13:59,V01T1623113,20,10,837,125,28.8,27,31,87
4982,2024-03-28 13:59,V01T1623112,24,12,687,172,26.5,32,55,90
4983,2024-03-28 13:59,V01T1623109,25,12,2189,127,13,53,42,73
4984,2024-03-14 8:08,V01T1623108,39,18,623,125,20.3,26,33,92
4985,2024-03-28 13:59,V01T1623105,40,18,568,125,20.8,40,33,99
4986,2024-03-28 13:59,V01T1623102,7,3,978,282,27.4,27,44,86
4987,2024-03-28 13:59,V01T1623100,49,22,1509,417,24.7,59,52,80
4988,2024-03-28 13:59,ICW0W2000512,26,10,608,221,24.6,36,62,94
4989,2024-03-28 13:59,ICW0W2000507,2,1,783,155,24.9,34,53,94
4990,2024-03-28 13:59,ICW0W2000505,3,1,507,120,25.7,32,56,95
4991,2024-03-28 13:59,ICW0W2000503,11,4,432,52,23.7,36,48,100
4992,2024-03-28 13:59,ICW0W2000501,4,1,463,203,22.6,36,68,100
4993,2024-03-28 13:59,ICW0W2000500,6,3,2500,82,27.2,35,62,76
4994,2024-03-28 13:59,ICW0W2000459,11,4,724,41,24.8,35,62,98
4995,2024-03-28 13:59,ICW0W2000455,19,7,168,44,20.8,47,65,100
4996,2024-03-28 13:59,ICW0W2000447,16,5,694,274,22,42,64,100
4997,2024-03-28 13:59,ICW0W2000398,25,8,603,39,19.8,43,61,100
4998,2024-03-25 10:31,ICW0W2000388,11,3,592,248,17.8,35,53,96
4999,2024-03-21 16:09,ICW0W2000382,16,5,500,0,23.3,20,63,98
5000,2024-01-15 14:01,ICW0W2000381,8,2,2500,123,26,15,53,72
5001,2024-03-28 13:59,ICW0W2000380,18,6,564,85,19.1,45,53,100
5002,2024-03-13 8:57,ICW0W2000373,68,18,521,107,15.3,34,69,84
5003,2024-03-28 13:59,ICW0W2000287,5,1,742,40,24,35,55,100
5004,2023-12-01 13:35,ICW0W2000285,23,4,921,1027,14.7,22,61,70
5005,2024-03-28 13:59,ICW0W2000275,1,0,859,235,21.3,41,50,100
5006,2024-02-27 11:02,ICW0W2000263,15,3,430,42,20.9,24,65,99
5007,2024-03-28 13:59,ICW0W2000262,22,7,599,20,18.6,43,63,100
5008,2024-03-28 13:59,ICW0W2000248,2,0,2091,270,24.9,32,66,75
5009,2024-03-28 13:58,ICW0W2100481,8,3,1302,3179,22.6,48,59,79
5010,2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
5011,2024-03-28 13:58,ICW0W2100582,27,9,831,122,21.9,40,58,100
5012,2024-03-28 13:58,ICW0W2100579,12,5,0,287,26.6,29,65,94
5013,2024-03-28 13:59,ICW0W2100562,11,6,586,854,23.4,32,59,82
5014,2024-03-28 13:58,ICW0W2100560,5,2,944,6000,25.6,32,54,64
5016,2024-03-28 17:06,ICW0W2000500,6,3,2500,62,27.6,34,62,72
5017,2024-03-28 17:06,ICW0W2000380,33,11,833,74,19.9,49,63,100
5018,2024-03-28 17:06,ICW0W2000275,9,2,661,186,21.1,41,50,100
5019,2024-03-28 17:06,ICW0W2000388,6,2,610,217,18.7,42,47,100
5020,2024-01-15 14:01,ICW0W2000381,8,2,2500,123,26,15,53,72
5021,2024-03-21 16:09,ICW0W2000382,16,5,500,0,23.3,20,63,98
5022,2023-12-01 13:35,ICW0W2000285,23,4,921,1027,14.7,22,61,70
5023,2024-03-28 17:06,ICW0W2000287,5,1,1078,433,23.2,37,51,92
5024,2024-03-28 17:06,ICW0W2000398,28,10,530,20,19.5,43,59,100
5025,2024-03-28 17:06,ICW0W2000974,14,8,854,1158,19,42,49,84
5026,2024-03-28 17:06,ICW0W2000248,5,1,1645,1608,22.4,37,63,75
5027,2024-03-28 17:06,ICW0W2000262,15,5,477,15,18.9,44,51,100
5028,2024-03-28 17:05,ICW0W2100488,17,6,425,93,22.5,32,64,97
5029,2024-03-28 17:05,ICW0W2100506,24,9,603,21,15.2,57,57,96
5030,2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
5031,2024-03-28 17:05,ICW0W2100582,22,7,646,532,22.8,37,66,91
5032,2024-03-28 17:05,ICW0W2100579,10,4,0,725,26.3,28,64,84
5033,2024-03-28 17:06,ICW0W2100562,14,7,715,54351,23.5,33,65,58
5034,2024-03-28 17:05,ICW0W2100560,12,5,476,6000,24.5,31,56,65
5035,2024-03-28 17:05,ICW0W2100549,12,4,1879,249,20.5,45,78,85
5036,2024-03-28 17:05,ICW0W2100509,25,9,96,6000,23.7,34,77,68
5037,2024-03-19 17:57,ICW0W2100499,33,13,500,548,20.5,30,82,86
5038,2024-03-19 13:26,ICW0W2100498,36,13,1781,645,24.5,41,86,77
5039,2024-03-28 17:05,ICW0W2100497,5000,2100,549,138,23.8,33,54,39
5040,2024-03-28 17:09,ICW0W2100491,13,7,682,3402,23.2,34,60,73
5041,2024-03-28 17:05,ICW0W2100485,13,5,808,0,23.4,40,63,100
5042,2024-03-28 17:05,ICW0W2100481,31,12,1532,4119,22.5,49,63,70
5043,2024-03-28 17:05,ICW0W2100479,27,10,586,62,22.6,38,65,99
5044,2024-03-28 17:05,ICW0W2100489,5,2,179,9,23.5,36,61,100
5045,2024-03-28 17:05,ICW0W2100467,9,3,,6000,24.3,33,84,60
5046,2024-02-17 23:27,ICW0W2100466,24,9,516,366,19.9,31,55,92
5047,2024-03-18 14:19,ICW0W2100463,33,10,791,935,22.7,21,71,77
5048,2024-03-28 17:05,ICW0W2100462,5,2,133,1402,24.3,36,55,82
5049,2024-03-28 17:05,ICW0W2100460,17,6,624,0,21.9,38,77,100
5050,2024-02-27 19:25,ICW0W2100459,83,34,514,44,19.9,26,66,88
5051,2024-02-28 10:22,ICW0W2100457,12,4,1423,123,18.1,35,67,86
5052,2024-03-28 17:05,ICW0W2100455,17,6,993,0,23.2,44,59,100
5053,2024-03-28 17:05,ICW0W2000512,29,11,468,19,22.1,39,64,100
5054,2024-03-28 17:05,ICW0W2001000,12,8,83,54,17.2,42,60,100
5055,2024-02-27 11:02,ICW0W2000263,15,3,430,42,20.9,24,65,99
5056,2024-03-28 17:05,ICW0W2000951,30,9,327,49,22.5,43,64,100
5057,2024-03-28 17:05,ICW0W2000956,22,13,816,6000,21.2,41,64,72
5058,2024-03-28 17:05,ICW0W2000996,20,20,393,158,22.2,35,56,98
5059,2024-03-28 17:05,ICW0W2000991,17,11,502,72,20.2,40,67,100
5060,2024-02-20 14:27,ICW0W2000990,3,2,1052,6645,21,34,63,71
5061,2024-03-28 17:05,ICW0W2000983,9,6,156,4915,15.6,46,64,72
5062,2024-03-28 17:05,ICW0W2000955,31,21,440,18,18.8,38,62,98
5063,2024-03-28 17:05,ICW0W2000987,4,3,499,206,23.7,31,61,97
5064,2024-03-28 17:05,ICW0W2000978,16,10,643,324,17.7,39,61,93
5065,2024-03-28 17:05,ICW0W2000922,13,4,339,126,21.5,41,59,100
5066,2024-03-28 17:05,ICW0W2000926,3,1,294,533,27.1,33,51,84
5067,2024-03-28 17:05,ICW0W2000977,10,7,902,313,22.3,40,57,99
5068,2024-03-28 17:05,ICW0W2000933,33,10,349,20,21.6,38,50,100
5069,2024-03-13 8:57,ICW0W2000373,68,18,521,107,15.3,34,69,84
5070,2024-03-28 17:05,ICW0W2000973,5,4,728,6000,21.6,38,52,72
5071,2024-03-28 14:40,ICW0W2000972,18,11,1137,288,23.2,35,56,90
5072,2024-03-28 17:05,ICW0W2000968,15,10,541,40,25.3,29,66,94
5073,2024-03-28 17:05,ICW0W2000944,2,1,1282,506,20.5,45,64,91
5074,2024-03-28 17:05,ICW0W2000964,26,16,519,171,17.8,41,62,97
5075,2024-03-28 17:05,ICW0W2000924,11,3,868,584,23.3,40,67,93
5076,2024-03-28 17:05,ICW0W2000505,7,2,1025,586,25.7,39,76,88
5077,2024-03-28 17:05,V01T1623100,9,4,661,173,22.2,45,30,100
5078,2024-03-28 17:05,V01T1623130,22,11,530,125,24.4,32,42,92
5079,2024-03-28 17:05,V01T1623129,14,7,1188,262,26.3,35,42,87
5080,2024-03-28 17:05,V01T1623123,19,9,1075,216,23.5,34,34,88
5081,2024-03-13 15:23,V01T1623121,55,24,426,132,18,22,43,92
5082,2024-03-28 17:04,V01T1623118,1,1,463,125,24.2,32,34,96
5083,2024-03-28 17:04,V01T1623117,12,6,469,136,21.8,36,30,100
5084,2024-03-28 17:05,V01T1623116,27,13,2500,246,23.7,40,36,81
5085,2024-03-28 17:05,V01T1623113,4,2,735,163,28.7,28,31,90
5086,2024-03-28 17:05,V01T1623112,34,16,1022,396,26.6,35,39,87
5087,2024-03-28 17:05,V01T1623109,52,23,2362,125,13.1,53,42,71
5088,2024-03-14 8:08,V01T1623108,39,18,623,125,20.3,26,33,92
5089,2024-03-28 17:05,V01T1623105,33,15,792,310,22.4,42,34,97
5090,2024-03-28 17:05,V01T1623102,1,1,1353,515,27.5,30,36,75
5091,2024-03-28 17:05,ICW0W2000503,5,1,934,970,23,42,57,86
5092,2024-03-28 17:05,ICW0W2000455,15,5,131,27,20.3,50,70,100
5093,2024-03-28 17:02,ICW0W2000447,23,8,1630,605,22.7,49,64,83
5094,2024-03-28 17:05,ICW0W2000459,16,5,728,5,23.6,38,66,100
5095,2024-03-28 17:05,ICW0W2000507,2,1,816,133,25.5,35,51,98
5096,2024-03-28 17:05,ICW0W2000501,5,2,800,551,23.1,38,77,92
5097,2024-03-28 17:05,ICW0W2000500,6,3,2500,33,27.6,34,62,72
5098,2024-03-28 17:05,ICW0W2000380,35,11,947,102,19.9,50,69,99
5099,2024-03-28 17:05,ICW0W2000275,9,2,664,182,21.1,41,50,100
5100,2024-03-28 17:05,ICW0W2000388,6,2,604,217,18.7,42,47,100
5101,2024-01-15 14:01,ICW0W2000381,8,2,2500,123,26,15,53,72
5102,2024-03-21 16:09,ICW0W2000382,16,5,500,0,23.3,20,63,98
5104,2024-03-29 8:56,ICW0W2100488,139,32,344,19,20.4,23,63,80
5105,2024-03-29 8:56,ICW0W2100506,1,0,81,4,9.8,48,58,99
5106,2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
5107,2024-03-29 8:56,ICW0W2100582,65,15,737,158,21.9,31,72,90
5108,2024-03-29 8:56,ICW0W2100579,50,12,0,77,22.4,24,64,96
5109,2024-03-29 8:57,ICW0W2100562,123,40,622,2668,20.7,25,83,65
5110,2024-03-29 8:56,ICW0W2100560,23,5,828,6000,24.2,30,61,63
5111,2024-03-29 8:56,ICW0W2100549,37,9,363,32,16.9,37,64,97
5112,2024-03-29 8:56,ICW0W2100509,64,15,26,4676,21.7,29,71,69
5113,2024-03-19 17:57,ICW0W2100499,33,13,500,548,20.5,30,82,86
5114,2024-03-19 13:26,ICW0W2100498,36,13,1781,645,24.5,41,86,77
5115,2024-03-29 8:56,ICW0W2100497,5000,2100,507,15,21,27,63,41
5116,2024-03-29 9:00,ICW0W2100491,16,6,616,1465,23.7,26,71,77
5117,2024-03-29 8:56,ICW0W2100485,61,14,602,0,22.1,36,74,97
5118,2024-03-29 8:56,ICW0W2100481,64,16,436,17,20.5,32,61,94
5119,2024-03-29 8:56,ICW0W2100479,36,9,516,87,23.7,28,61,95
5120,2024-03-29 8:56,ICW0W2100489,24,5,46,12,21.9,31,65,100
5121,2024-03-29 8:56,ICW0W2100467,23,5,,0,22.5,26,85,99
5122,2024-02-17 23:27,ICW0W2100466,24,9,516,366,19.9,31,55,92
5123,2024-03-18 14:19,ICW0W2100463,33,10,791,935,22.7,21,71,77
5124,2024-03-29 8:56,ICW0W2100462,31,7,346,1138,22.8,31,71,78
5125,2024-03-29 8:56,ICW0W2100460,37,7,489,0,21.5,30,72,96
5126,2024-02-27 19:25,ICW0W2100459,83,34,514,44,19.9,26,66,88
5127,2024-02-28 10:22,ICW0W2100457,12,4,1423,123,18.1,35,67,86
5128,2024-03-29 8:56,ICW0W2100455,53,11,1555,0,23.4,43,73,85
5129,2024-03-29 8:56,ICW0W2000512,82,21,538,16,31.7,21,68,79
5130,2024-03-29 8:56,ICW0W2001000,45,19,111,10,15.3,38,59,93
5131,2024-02-27 11:02,ICW0W2000263,15,3,430,42,20.9,24,65,99
5132,2024-03-29 8:56,ICW0W2000951,62,11,363,117,23.7,32,63,94
5133,2024-03-29 8:56,ICW0W2000956,30,10,574,627,18.2,40,57,91
5134,2024-03-29 8:56,ICW0W2000996,58,36,615,232,20.7,32,62,86
5135,2024-03-29 8:56,ICW0W2000991,83,31,381,0,15.9,30,77,82
5136,2024-02-20 14:27,ICW0W2000990,3,2,1052,6645,21,34,63,71
5137,2024-03-29 8:56,ICW0W2000983,36,14,160,121,13.6,36,71,89
5138,2024-03-29 8:56,ICW0W2000955,120,48,497,27,17,29,60,78
5139,2024-03-29 8:56,ICW0W2000987,23,10,424,234,22.8,29,60,94
5140,2024-03-29 8:56,ICW0W2000978,77,30,550,79,19,33,67,90
5141,2024-03-29 8:56,ICW0W2000922,36,8,367,51,21,33,69,96
5142,2024-03-29 8:56,ICW0W2000926,4,1,824,1273,28.3,33,53,71
5143,2024-03-29 8:56,ICW0W2000977,153,55,418,0,18.5,30,70,75
5144,2024-03-29 8:56,ICW0W2000933,49,10,599,204,22.4,31,64,92
5145,2024-03-13 8:57,ICW0W2000373,68,18,521,107,15.3,34,69,84
5146,2024-03-29 8:56,ICW0W2000973,6,2,418,6000,20.6,33,62,69
5147,2024-03-28 14:40,ICW0W2000972,18,11,1137,288,23.2,35,56,90
5148,2024-03-29 8:56,ICW0W2000968,32,12,731,239,26.8,23,78,88
5149,2024-03-29 8:56,ICW0W2000944,14,6,618,6000,17.9,41,59,71
5150,2024-03-29 8:56,ICW0W2000964,86,34,614,98,16.6,32,69,83
5151,2024-03-29 8:56,ICW0W2000924,39,8,485,54,21.5,33,56,95
5152,2024-03-29 8:56,ICW0W2000505,17,5,371,130,19.2,35,56,100
5153,2024-03-29 8:56,V01T1623100,139,43,367,146,22.5,29,30,79
5154,2024-03-29 8:56,V01T1623130,95,35,397,143,17.9,33,30,82
5155,2024-03-29 8:56,V01T1623129,86,33,578,165,22.8,31,33,86
5156,2024-03-29 8:56,V01T1623123,91,35,492,134,22.5,27,33,86
5157,2024-03-13 15:23,V01T1623121,55,24,426,132,18,22,43,92
5158,2024-03-29 7:10,V01T1623118,55,24,407,125,21.4,28,30,92
5159,2024-03-29 8:06,V01T1623117,177,49,522,133,19.8,26,46,74
5160,2024-03-29 8:56,V01T1623116,131,42,2500,125,19.5,37,35,69
5161,2024-03-29 8:16,V01T1623113,102,37,434,135,27.5,19,31,74
5162,2024-03-29 8:56,V01T1623112,63,27,460,125,24,30,30,91
5163,2024-03-29 8:56,V01T1623109,126,41,2362,131,12.5,50,42,63
5164,2024-03-14 8:08,V01T1623108,39,18,623,125,20.3,26,33,92
5165,2024-03-29 8:56,V01T1623105,83,33,403,148,20.5,30,30,87
5166,2024-03-29 8:56,V01T1623102,81,32,565,130,26.8,20,31,84
5167,2024-03-29 8:56,ICW0W2000503,53,11,419,907,17.1,39,46,80
5168,2024-03-29 8:56,ICW0W2000455,62,13,155,98,20.2,38,56,99
5169,2024-03-29 8:56,ICW0W2000447,65,13,301,43,20.8,33,48,94
5170,2024-03-29 8:56,ICW0W2000459,100,19,568,15,19.2,33,63,86
5171,2024-03-29 8:56,ICW0W2000507,3,0,601,5,21.4,34,47,100
5172,2024-03-29 8:56,ICW0W2000501,31,8,373,772,20.4,33,56,83
5173,2024-03-29 8:56,ICW0W2000500,45,15,2500,3,18.2,37,60,80
5174,2024-03-29 8:56,ICW0W2000380,144,28,291,21,16.4,35,49,80
5175,2024-03-29 8:56,ICW0W2000275,23,3,459,108,18.4,40,50,100
